,名称,歌单id,歌单介绍,创建者id,创建者昵称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1,tag2,tag3
0,“甜味 旋律 Rap情歌”,2356473597,"介绍：
在什么都善变的世间，我想和你看一看永远

歌单支持投稿
",392078662,张以晨_,2018-08-10,2564408,35018,450,125,397,说唱,浪漫,流行
0,甜歌说唱 | 少女心事糖度爆表,3116532356,"介绍：

跟我走吧
不眠的夜给你
四月的清晨和五月的傍晚给你
西瓜中心的第一口甜给你
手给你怀抱给你
车票给你等待给你
钥匙给你家给你
一腔孤勇和余生六十年全都给你
",2065856340,远房小姑,2019-12-13,456064,5466,77,17,129,说唱,华语,浪漫
0,说唱新世代 『更新即存』,5324100915,"介绍：
可以看下我主页其他歌单! ! !

无其他多余歌!!!!!!
有很多还没上线网易云。
关注里是新世代所有人。
基本不是现场版。
",611290574,假Kid,2020-11-07,576620,8267,60,23,65,华语,说唱,nan
0,2020 Billboard 说唱年榜收录,5363801096,"介绍：
2020年 Billboard年榜说唱最热单曲收录，歌单顺序根据排名决定
",3856379473,云音乐说唱专区,2020-12-04,899399,8546,73,52,51,欧美,说唱,nan
0,【私藏说唱歌单】每一首都炸裂好听,2885576850,"介绍：
风格不被定义
喜欢说唱的人都是很酷的！（持续更新）
",489888300,格鲁大叔_,2019-07-16,576671,6759,63,36,185,说唱,榜单,nan
0,“就怕rapper说情话”,5355088033,"介绍：
不要因自己的贪玩和任性 辜负了那些爱你的人.
",321996387,有人弄乱了玫瑰-,2020-11-28,2579823,32092,250,102,87,华语,说唱,流行
0,说唱 ｜ 只要笑一笑 没什么事情过不了,5305929925,"介绍：
天空是绵绵的糖
就算塌下来又怎样
只要笑一笑
没什么事情过不了

原歌单名：
记得把平凡的日子 过得浪漫些
",395063023,煎妮BoBo,2020-10-26,1581929,14551,247,112,46,华语,浪漫,说唱
0,甜度99% | 饶舌歌手藏在星河里的浪漫,2897918638,"介绍：
我理想的爱情：

一屋两人
三餐四季
狗在跑，
我在闹，
他在笑。

最初喜欢于样貌，
然后却沉溺于才情，
最后折服在于三观。

有钱，有爱，有孩子
他不出轨，
我不出轨，
就足够了。
醒同笑睡同床
生同房死...
",44530116,名侦探-柯北,2019-07-25,1853239,20900,271,84,114,华语,说唱,浪漫
0,孤独治愈所 | 难过的事终将过去,6906095673,"介绍：
“你可以爱一个人到尘埃里，但没有人会爱尘埃里的你。”
",5126442932,571号失恋选手,2021-08-07,1037234,7587,481,16,89,华语,流行,说唱
0,中文说唱 | Boombap | Flow,2503568043,"介绍：
【私人歌单，拒绝投稿，拒绝接受任何评论】
",482409813,BonZ_张,2018-11-07,1385050,16275,135,151,94,说唱,nan,nan
0,Trap | 沉迷致幻毒剂,6699225238,"介绍：
深度致幻 听过才知道 根本不想动 
顺序随意 别叫别叫 会更新
",1981735139,3AM-y,2021-04-06,210607,6423,34,17,121,欧美,说唱,流行
0,国产emo说唱 | 没人能感同身受,6950428911,"介绍：
短短一生，爱什么都不为过，放弃什么都没错
只有有事的时候，人才会说自己没事。
",2103569167,十二月的雪_026,2021-09-02,2327564,9981,50,21,93,说唱,流行,华语
0,说唱RAP I 非战斗人员请撤离,5051433464,"介绍：
为什么听HipHop?

可能是因为

他能理直气壮的诉说着爱恨情愁把所有的想法都展现出来

他可以直白的说出这世间最美好与最丑陋的那面

他还有酷酷的表达方式

给人感觉天大的事儿都不是事儿

嗯，就是这样真...
",1782410452,饭饭之交c,2020-06-05,3699566,13703,26,64,80,华语,说唱,翻唱
0,【海外说唱】超级好听英文Rap歌单,2644743965,"介绍：
多以西海岸说唱为主，只是选择性挑自己喜欢的歌进歌单。（随机播放，惊喜不断.）（喜欢就收藏，爱就分享.）不固定更新哈。
",357701301,棉花糖Edm,2019-01-29,717530,10057,86,106,148,欧美,说唱,运动
0,就怕rapper说情话 撒时候有甜甜的恋爱,6631262910,"介绍：
原来rapper的嘴巴不只有diss 还有甜甜的kiss
",1294496571,GRU__iZa,2021-02-23,1315097,12080,126,52,171,说唱,浪漫,放松
0,伤感说唱rap | 忘了是怎么开始,5310111557,"介绍：
你完美地躲过了所有正常操作

所以 该怎么找到你？
",1358261208,见青山t,2020-10-29,1819261,15245,1232,52,73,流行,说唱,夜晚
0,中文旋律说唱TOP30.给你最温柔的力量,3035129054,"介绍：

要列新歌单了，希望各位粉丝歌手多多私信推荐和自荐！

直到2019.10.19为止，中文说唱市场仍然在蓬勃发展着，在歌曲中如果有听众热爱的旋律部分，歌曲会更受大部分人的喜爱。我筛选了30首各有特点，却同样...
",345418659,程禅关,2019-10-19,505481,5690,48,34,30,华语,说唱,浪漫
0,Beattle beat丨上等好货丨freestyle 伴奏,6654071246,"介绍：
Battle beat
都是自选好货
用的时候记得收藏
下次方便找到我这个宝藏歌单
",374150187,一个EDA,2021-03-11,14560,2406,1,0,34,说唱,兴奋,雷鬼
0,伤感情歌 | 上一次放声大哭是为了你,6914226430,"介绍：
突然想找你聊天 打开窗口 突然发现上次结尾是我 你没有回 欲言又止
",5068666252,mcgl41,2021-08-12,706531,10788,254,25,116,华语,流行,说唱
0,你呢 你走出来了吗 愿意接受新的人了吗,6710666656,"介绍：
真正爱过的人，很难轻易忘记吧。

人们总说忘记一个人，要么需要时间，要么需要新欢，却没有人能告诉我，要多少时间才能忘了你，要什么样的人才能将你替代。

以前所有爱过的痕迹，都是真真正正存在，我没...
",389547363,宁遇夏,2021-04-13,983567,6846,118,211,46,华语,说唱,夜晚
0,触动内心共鸣的中文说唱rap,3151648068,"介绍：
总有一句歌词能进入最内心深处让你单曲循环一整天....
",1602910182,埃尔德里克Eldric,2019-12-30,4330510,38803,574,67,210,说唱,华语,放松
0,浪漫基因丨看年轻的诗人们诉说爱情！,7030290441,"介绍：
感受下诗人们眼里天马行空的爱情！
",331324091,欧阳鹏oyp,2021-10-22,593559,8239,12,1,49,华语,流行,说唱
0,Travis Scott !!!,6813607109,"介绍：
钩子一反 听Travis Scott更带感 推歌v：lxwcsjwlkq1220
",1444042361,HC-zagie,2021-06-18,17046,215,分享,0,67,欧美,说唱,nan
0,Rapper的浪漫，没人顶得住！,5305573963,"介绍：
Rapper的浪漫要24小时收藏！
他们用韵脚写的诗，你读了吗？
",39577093,云音乐歌单之友,2020-10-26,3876388,55467,586,294,20,华语,说唱,浪漫
0,适合单曲循环的宝藏说唱,6593961746,"介绍：
那些百听不厌的宝藏说唱

持续更新中
/封面来自网络
",201586,原创君,2021-02-02,4141893,49129,427,216,37,说唱,浪漫,运动
0,《说唱新世代》学员精选作品集,5339779763,"介绍：
《说唱新世代》是哔哩哔哩出品的说唱音乐类节目，节目将汇聚来自全国各地的rapper，齐聚“说唱基地”。他们将通过层层公演考核，以音乐创作和竞演表现，决出代表新世代发声的“世代表达者”。 该节目由黄子...
",1590851653,偷偷的叹了口气,2020-11-18,960828,12034,104,104,100,华语,说唱,另类/独立
0,华语说唱：在歌词里感受苦甜人生,5215461130,"介绍：
超燃的华语说唱，
带你感受生活的甜苦人生。

人生，总有许多沟坎需要跨越；岁月，总有许多遗憾需要弥补。有喜有悲的才是人生，有苦有乐的才是生活，走过才知深浅，品过才知苦甜。

封面：洛杉矶艺术家 An...
",108952364,情思天鹅,2020-09-02,1557851,6859,535,31,85,华语,说唱,nan
0,迷幻Trap|嘻哈毒鸡汤,2523624603,"介绍：
最早的“Trap”在俚语里指的是毒品交易的地方和难以挣脱的生存环境，这个词起源于亚特兰大，Dungeon Family, Outkast, Goodie Mob和Ghetto Mafia等黑人嘻哈歌手是最早在音乐内容加入“Trap”的歌手。歌迷和...
",395293841,SteveRillex,2018-11-21,5810345,82277,1141,343,113,欧美,说唱,电子
0,说唱｜听rapper说情话，甜到你心里,5206470585,"介绍：
宇宙诞生银河流淌着的是星空
爱人的情话微甜星球也初生陨石
正义与雷电碰撞能源流失故土
量子力学的浪漫凝聚态最终融合
所有遇见的事因为有你都变得浪漫起来.
",1426292524,灵魂诗仙,2020-08-28,3761060,17261,866,378,18,流行,说唱,浪漫
0,Y2K千禧少女|亚b二次元NewWave说唱,6860276141,"介绍：
亚文化形象推广大使
",1341522834,库洛米战士耿鬼,2021-07-17,418356,4428,359,35,52,华语,说唱,快乐
0,【精选百首】$Trap·808·$,2661706486,"介绍：
只求质量，不求数量，欢迎收藏。
这个也是我自己平时听的歌单，歌曲排序是按照我自己的喜好程度排的。
会随时更新 、替换歌曲。
Trap听的就是beat和flow，建议用低音效果强的耳机或音响来听，要不然没感觉...
",134931383,Trap_808,2019-02-10,162803,2418,23,11,100,欧美,说唱,驾车
0,关于情绪 emo rap,6797181010,"介绍：
uknowimasadboi
国外国内都有 听就完了
欢迎多多评论收藏！
高质量作品投稿/推广：lzt1721937193（备注来意）
",3575748309,DAISY_tL,2021-06-08,141983,2619,38,27,177,说唱,另类/独立,伤感
0,【Rap】来一场快节奏的烟火盛宴,6752024545,"介绍：
Rap歌手嘛外表都酷酷的其实都有背后的不容易和艰辛
希望我们都可以成为酷酷的野猪男孩（女孩）
",1782871864,Romantic-by,2021-05-10,73313,644,4,21,92,说唱,翻唱,nan
0,国产神仙说唱歌单,5207968845,"介绍：
一定要找个喜欢hiphop的男生当男朋友 不然他会说你听的这都是什么鬼
",545262981,晚安清清_,2020-08-28,45812,502,4,3,84,说唱,R&B/Soul,nan
0,$tonerTito（StonerTito）,5173150903,"介绍：
歌单曲目是由抖音用户StonerTito 推荐！我只是一个负责整理的搬运工！！哈哈哈哈哈哈哈哈！随缘更新，也还是会很快更上节奏的，除非疯了把抖音给卸载了
",1468662864,Hunt-Didi,2020-08-10,26336,872,8,7,704,说唱,欧美,nan
0,打开就到了北京PH玩家（2021）,6751999434,"介绍：
2021快乐星球放什么。（持续更新）
",102649215,Horace智豪,2021-05-10,181409,2751,101,10,73,说唱,R&B/Soul,舞曲
0,不是吧不是吧难道单押也算押,5398147722,"介绍：
rap
",3217709799,倦是信仰,2020-12-27,92675,919,7,2,148,说唱,nan,nan
0,华语说唱：撩得你无法自拔,2786240378,"介绍：
不怕流氓有文化，就怕Rapper说情话

我喜欢你！不是情话 是心里话.
封面/GAI

歌单创建：2019.5.5
歌单修改：2019.5.17
歌单完善：2019.6.5
歌单制作：小攀哟

勿侵、欢迎收藏
",1407747620,小攀哟,2019-05-05,4205350,37938,364,634,159,华语,流行,说唱
0,甜度微醺rap——趁着醉意和你讲浪漫和爱,4968558616,"介绍：
你站在万众瞩目的台上
我在人群中看着你
只有我知道
你虽然穿着正装
却穿着小熊袜子
带着我的发绳.
欢迎投稿
",2080728740,Pink崽崽o,2020-04-14,385550,4451,50,14,407,说唱,浪漫,流行
0,2009 Billboard 说唱年榜收录,5326256183,"介绍：
2009年 Billboard年榜说唱最热单曲收录，歌单顺序根据排名决定
",3856379473,云音乐说唱专区,2020-11-09,32275,240,5,1,29,欧美,说唱,nan
0,【国产旋律说唱】又开始难过了,6916601092,"介绍：
到底什么样的终点，才配得上这一路的颠沛流离。
",5011035536,RONIN-MUSIC,2021-08-13,323008,3180,5,6,29,说唱,伤感,华语
0,爱意藏在rap里【甜甜的说唱】,2545344889,"介绍：
祝大家都幸福，点下收藏
",318864015,朴素而天下,2018-12-06,591077,8765,134,75,1068,流行,说唱,浪漫
0,ak1r hip-hop Music,6972097062,"介绍：
Hip-hop音乐是最直接的表达方式
",74141482,先有趣,2021-09-16,7743,93,分享,1,22,说唱,00后,nan
0,【精选】Boombap Old school说唱伴奏 Rap,5369148099,"介绍：
精选优质的 Boombap 伴奏

各位Rappper 抓紧收藏

持续更新—狠货源源不断

制作人们拿出优秀的作品踊跃投稿
",1464389727,西蒙的孩子,2020-12-07,41461,505,228,0,12,流行,说唱,电子
0,温柔说唱|最怕Rapper唱情歌,6674856328,"介绍：
当意气风发的rapper突然温温柔柔对着自己心爱的女孩唱情歌，
这样的魅力谁能抵挡得住？
",3949135857,酷洛米大人的飞行笔记,2021-03-23,492549,4139,54,13,30,流行,说唱,nan
0,rapper的骚情话【持续更新】,6945815983,"介绍：
没有完美的开始，只有just do it！
",4987484153,Cast-Off-Music3,2021-08-30,121072,2133,220,4,30,说唱,R&B/Soul,浪漫
0,[FREE BEAT] 最顶的旋律说唱伴奏合集｜持更,6903127620,"介绍：
请按照制作人要求使用伴奏！！！

本歌单只收录free beat，欢迎各位制作人投稿，直接私信发我就行

希望每个追逐梦想的人都能走起来
",1871931984,Meecro,2021-08-06,410107,1650,1010,16,113,说唱,欧美,R&B/Soul
0,emo rap,7068185418,"介绍：
Now I'm only gettin' high 'cause I stay low，
",372914066,小爱白日梦,2021-11-14,132,2,1,0,28,说唱,欧美,治愈
0,【RAP】Dear God.,6708035697,"介绍：
哥谭市五好居民。
不分类 啥类型也有，
",3897820119,M7_Rye,2021-04-12,14114,230,104,2,1204,说唱,兴奋,nan
0,乃万＆Capper,4930835853,"介绍：
做好自己就行了……
",1741550246,栀染的染七,2020-03-23,309043,3406,18,264,45,说唱,nan,nan
0,即使我做什么 都没有意义,5318994564,"介绍：
如果不爱了，就请你离开吧
",1697493429,子木流弊,2020-11-04,254661,4189,619,16,47,华语,说唱,民谣
0,“情绪说唱”｜别哭了 ta不会回来的…,6878505172,"介绍：
他说你会遇到更好的
｜可之后遇到的，都不是他
",3988536241,史丹尼尼,2021-07-24,128010,1173,11,7,30,华语,说唱,伤感
0,Rap | 说唱热门推荐,6718652523,"介绍：
评论1W+的说唱单曲（持续收录）
",269705954,Yuas19,2021-04-18,415067,3154,41,8,54,说唱,榜单,流行
0,说唱伴奏|Rap Beat|适合写歌的伴奏,5374143873,"介绍：
不收投稿
",10653461,ShadowBeats,2020-12-11,706035,3860,2203,19,38,说唱,R&B/Soul,世界音乐
0,说唱那可得来我这儿听~,5137119649,"介绍：
这些都是我喜欢的各种风格的rap，
建议随机听哦~
",594718143,阿辰不会说唱,2020-07-23,187671,441,8,7,76,流行,说唱,放松
0,中文hip-hop未来,5203616846,"介绍：
中国说唱的未来
那就是你们
说唱的未来
是属于你们的
",430376515,圈圈的呆子,2020-08-26,227659,1338,316,1,36,快乐,说唱,华语
0,蓄满温柔 | 忘掉不开心 做愉快的梦,5372110571,"介绍：
我们并非是有等待未知的勇气，不过是自觉得有些时间是值得浪费的。所以流星不重要，一起浪费那段等待流星的时间，才重要。
",402524626,空气很颓废,2020-12-09,28462,304,13,3,36,欧美,说唱,放松
0,甜蜜Rap: 俘获你的芳心只需要一个beat,6606779144,"介绍：
恰好路口，你也在等着那个红绿灯； 

恰好今天，你也听着那首我喜欢的歌；

恰好旅途，你也经过那个车站。 

你纠结，我恰好笃定； 

你难过，我恰好能哄你开心； 

你失眠，我恰好陪你一起醒着。
",59525119,钟泽希,2021-02-09,175281,1396,18,8,19,流行,说唱,浪漫
0,【RAP】甜甜的戀愛循環,6945850699,"介绍：
戀愛循環播放，一直在循环播放。
",4987484153,Cast-Off-Music3,2021-08-30,120681,2107,216,5,28,说唱,R&B/Soul,清新
0,心存感激 所遇既温柔,5341750420,"介绍：
想把你温柔的装进兜里，与你一起享受晚间微风的温柔。
",3961505292,惊鸿一瞥mnb,2020-11-19,135423,1193,1800,7,52,华语,流行,说唱
0,愛情保衛戰的愛囚,6945903263,"介绍：
八月愿你拥抱属于你的郎朗秋月！！！！！！！！！！！！！！！
",4987484153,Cast-Off-Music3,2021-08-30,113306,2154,224,2,24,说唱,R&B/Soul,治愈
0,Hiphop 男声 | 入耳既醉的性感声线,6938538798,"介绍：
他就站在那里不说话，嘴角噙笑，眼神清亮，世界都亮了。
",1447630647,一只眼睛的鹿_,2021-08-26,533436,4510,25,11,64,流行,说唱,nan
0,hiphop走进说唱,5119940753,"介绍：
Hiphop带你走进纯正的说唱 ，挺胸、抬头、因为我们听黑怕 ，记得收藏歌单！！！！
",1522633347,hiphop走进说唱,2020-07-15,410137,3710,173,19,100,说唱,nan,nan
0,『微丧心事』那些被掌控的思绪,6862544482,"介绍：
其实你真的不用这般冷淡的，我也从没有想过跟你纠缠，我们之间，一删网络便是永别。
",4994658470,柯基7441,2021-07-19,135121,1866,12,33,54,华语,说唱,夜晚
0,快节奏 起床 化妆 赶时间用|欧美Rap,7058541205,"介绍：
快节奏 赶时间
",5202482440,爱琳Irrintius,2021-11-08,156931,4,209,0,22,说唱,流行,欧美
0,《速度与激情9 》F9 Fast 电影原声BGM～,6757826081,"介绍：
F9 Fast & Furious
《速度与激情9》中国首映
造型特异的超跑
火辣妖娆的美女
轰鸣的马达声配合节奏感超强的rap~
wow！每次都能让人心血澎湃！！！
跟我一起感受电影原声的震撼吧
",87718277,村里一支小黑黑,2021-05-15,36404,223,10,2,14,影视原声,说唱,欧美
0,Rangsiz(维吾尔族说唱歌手）,5379150831,"介绍：
维吾尔说唱流行歌手〖Rangsiz-Xapkat 〗
分享Rangsiz的动态 新歌速推：Yalgan
歌手：Rangsiz/Nutul/sirkul/Etraz99
后期制作：Sirkul
",1967928521,Yasin罒official,2020-12-13,152483,2128,14,10,37,说唱,00后,流行
0,卑微爱情 | 卑微才行,6920428244,"介绍：
人生就像喝茶，不会苦一辈子，但总会苦一阵子
",5124196916,t2vx81k4,2021-08-16,517879,3234,230,4,86,华语,流行,说唱
0,华语说唱丨行云流水的flow浮流耳道,5288212738,"介绍：
封面：果拿拿

嘻哈文化历史虽然短暂，却在全世界影响了几个世代，嘻哈说唱在这几年的华语乐坛也蔚为风潮，再加上综艺节目的加持，成为市场主流，不论喜不喜爱，你或多或少都听过那快嘴饶舌。

很多人都说...
",3432498,陈北及,2020-10-14,168973,1203,35,8,63,华语,说唱,放松
0,『失恋大药房』你的心病我有药，敢要吗？,6884773203,"介绍：
看着这世界，人潮汹涌，车马无鞍，越来越多的时间埋没在了娱乐的场所里，越来越多的人颓废在金钱的诱惑下，梦想开始被现实嫌弃，目标逐渐被生活折磨，许多人开始不相信当初所坚持的，许多人开始埋怨出身的...
",5088887878,RANRAN不后悔,2021-07-27,124478,3301,3,0,57,流行,说唱,夜晚
0,Rap beat | 优质说唱伴奏,5277030255,"介绍：
肯陪你的人很多，但陪你到最后的很少
",2135907891,欲望始终难抵你,2020-10-07,151715,1022,1203,2,73,孤独,说唱,华语
0,新浪漫主义|让女生一秒心动的说唱甜诗 持更,6641728258,"介绍：
“你的身边没有骑士，你就永远是我的公主”

“你的手里没有玫瑰，你就永远是我的王子”

“你不认为我们两个志趣相投的人各自游荡是一种浪费吗？

“独自一人才算游荡，两个人总会有个目标，比如，爱你。...
",1916643530,韩卓轩i,2021-03-02,84716,1019,65,53,131,华语,说唱,流行
0,Free Beat高质量国内免费伴奏,6650344069,"介绍：
3分钟唤醒你潜力 秒变填词高手的国内高质量说唱伴奏 你值得拥有
",3256362431,GOATCREW,2021-03-08,191913,4348,1732,4,393,说唱,流行,nan
0,成都FLEXROOM,5346242149,"介绍：
成都FLEXROOM音乐歌单

CDC FOREVER！
欢迎大家来成都 来FLEXROOM
WE FLEXING！

地址:四川省成都市锦江区东大街下东大街段199号1栋3单元3楼1号

",291869981,CORYLALA,2020-11-22,181119,2649,90,28,315,R&B/Soul,说唱,酒吧
0,超好听浪漫的旋律说唱,6971534393,"介绍：
注意事项:请保持快乐
",3277385997,少女的喜欢_,2021-09-15,258000,18103,18,7,185,流行,说唱,浪漫
0,スカー藩主 SCARLXRD,5059330232,"介绍：
Trap Metal（也被称为 ragecore, hardcore trap, industrial trap 和 scream trap）是一种融合了 Trap 音乐和重金属元素以及其他类型元素的音乐流派，如工业音乐（Instructial）。

它同 trap 一样，拥有诡...
",66640901,IvorVincent,2020-06-11,123264,2488,7,13,30,欧美,说唱,金属
0,欧美rap|李京泽 马师 卞架歌都有,4917180830,"介绍：
HHH
",1599392350,Kanye_,2020-03-16,118690,2381,40,9,250,欧美,说唱,华语
0,辣妹听hiphop!!,2049779104,"介绍：
[持续更新]

Close your eyes count to seven
And then You will be in heaven

谁说小姐姐不听说唱？
",396664333,CreepyCreepyCreepy,2018-01-08,2455871,55449,1282,151,270,欧美,说唱,另类/独立
0,「中文Trap」国语终极flow极品私藏,6843919762,"介绍：
多少年来我们苦练发音和文法，现在全世界都听中文hip-hop！
",1430992951,献给莉莉的玫瑰,2021-07-05,172051,940,9,7,25,华语,说唱,运动
0,夏日情歌特辑|玫瑰永不凋零 我的爱永远热烈,6772668047,"介绍：
“突然想来一场夏日恋情。随便穿短袖短裤拖鞋出门，去超市买一瓶冰可乐，然后一起去海边，沿着海走路或者奔跑，让小腿也感受到海浪的清凉。然后等到傍晚，一起去野馄饨摊，吃烧烤喝啤酒，再去买花回家跟星...
",346856025,AkashiAshes,2021-05-24,251196,2443,74,9,25,说唱,浪漫,华语
0,欧美风嘻哈&RNB.emo.,3186268145,"介绍：
“孤独是个始作俑者 所以对热闹退避三舍”
没有什么人上人 不跟从所谓鄙视链
听不惯就自行离开 没人想听你瞎点评
",1578286356,Mommsen沐笙丶,2020-01-10,560568,8703,103,38,191,说唱,R&B/Soul,孤独
0,Alan870806,6600729957,"介绍：
欢迎大家 丨 需 vip 自行购买 或 替换版本 丨 推荐随机播放 丨 如有遗漏感谢补充 丨 煽情的话不多讲 只要Alan播一天 就会跟更一天 丨 大家也多多支持 < 瞳瞳要好好学炉石 > 小姐姐UP主
",361553195,trashz,2021-02-05,40835,1310,215,23,181,流行,说唱,游戏
0,干嘛听苦情歌以为多浪漫,6743177248,"介绍：
乌鸦什么时候说情话
",1450897495,板子哥哥,2021-05-04,49982,279,4,7,91,说唱,nan,nan
0,【FREE】抒情- 说唱伴奏piano Type Beat,6903897169,"介绍：
无法言喻的是怎样的心情
怎样的内心和怎样的你我
",419964543,Lion_Z狮子,2021-08-06,90643,3664,3,0,41,怀旧,伤感,说唱
0,Hip-hop | 盘点欧美实力酷酷的女Rapper,2883259535,"介绍：
在欧美女Rapper眼里
傻白甜已经被人抛在脑后了
",1478756408,飞行棋的猫mor,2019-07-14,423304,7259,83,37,67,欧美,说唱,电子
0,Rapper唱情歌 每天从早晨开始想你,6744085634,"介绍：
“我超喜欢你们家楼下那个咖啡店里每次买咖啡时候都会送的那个小甜饼干的包装袋上面画的那个小狐狸啊！怎么那么可爱！”
“拐了这么多弯，你到底想表达什么啊？”
“……就，前五个字啊。”

快听它们快听...
",1788917363,隐约可见的星光_iiu,2021-05-05,316162,3787,39,12,273,华语,流行,说唱
0,总有一首感情激烈的说唱会让你热泪盈眶,5362903127,"介绍：
听说唱不只要听旋律、韵脚、Flow，
更重要的是要了解这首歌的歌词。

也许说唱歌手
吐露心声，
示爱家人，
感恩社会，
诉说苦闷……

如果了解了一首感情激烈的说唱，
或许你会为之所动，
甚至热泪盈眶……...
",516122350,JealousBoy,2020-12-03,91714,894,29,14,45,欧美,说唱,nan
0,请随机播放，切歌算你赢,2394125021,"介绍：
支持歌单合作.
",335823191,codeacme17,2018-08-30,12606511,210000,3273,2405,697,欧美,华语,说唱
0,青春狂想曲｜要在快乐的年纪活的精彩且迷人,5453524660,"介绍：
日子总是有意思的
了无生趣的
是打不起精神的你
",392535778,陈笑一Joylyn,2021-01-08,256240,3224,56,43,349,欧美,流行,说唱
0,脏标E大赏【续更】,2841424429,"介绍：
E就是explicit

代表这首歌带脏话且没消音

歌词露骨

看起来酷

听起来更酷

嘻哈中很常见

翻译也调皮的不行

ps：

续更

顺便普及一下其他歌名后缀的意思：

acoustic- 不插电版本

remix- 授权的改编...
",534084850,Linskual,2019-06-13,2191977,46097,726,542,2930,欧美,说唱,nan
0,1966座头市,6604634373,"介绍：
万千条信息不抵同一张录取通知书
",2068355261,一个爱歌唱的傻瓜,2021-02-07,63897,299,1,0,34,说唱,nan,nan
0,Dkuz纯享(为你们准备的),6922008548,"介绍：
有点杂 但都是宝藏哦
",1308328186,DkuzKI,2021-08-17,9566,340,3,1,86,欧美,流行,说唱
0,Donda & CLB,6951374826,,293464576,Em高,2021-09-02,6727,30,2,1,15,欧美,说唱,nan
0,嘻哈音乐强势来袭，掀起一场“说唱风暴”,6654707531,"介绍：
随着这几年说唱音乐的发展，中文说唱逐渐走进了普通老百姓的视野里，越来越多的人开始并加入到中文说唱的大军里，一些有实力的rapper也逐渐地下走出了困境，成为跻身主流乐坛的实力唱将。
",3348815942,闷一桶冰镇雪碧吧,2021-03-11,405223,2366,24,15,30,华语,说唱,nan
0,『旋律说唱』藏不住的甜蜜与心动,6918157634,"介绍：
我不是你第一个喜欢的人
不是你第一个牵手拥抱亲吻的人
但我希望我可以是
你遇到痛苦第一个想倾诉的人
遇到快乐第一个想分享的人
遇到挫折第一个想要依靠的人
我可以是你今生第一个相伴到老的人
",1418990258,小软溪,2021-08-14,489420,747,3,0,33,流行,说唱,nan
0,维吾尔说唱歌手〖Rangsiz-Xapkat 〗,5001114877,"介绍：
新疆和田地区流行说唱歌手Rangsiz /Xapkat，喜欢的收藏起来，听一听，支持一下谢谢。

姓名: Xapkat-Arkin艺术名: Rangsiz 出生地: 和田地区 新疆Almas 组合创始人 纯母语Rapper独特的风格: R&b// 代表作品...
",1589083097,Muhabbat-Official,2020-05-03,221956,1212,12,7,36,流行,说唱,浪漫
0,SOULFRESHBEATS精选说唱伴奏/Rap Beats/,5453373137,,82148798,SOULFRESHBEATS,2021-01-08,2476374,6920,5562,7,253,说唱,R&B/Soul,nan
0,FREE BEAT小众伴奏,6656572093,"介绍：
别再用烂大街的伴奏了，小众伴奏优质的也很多
",532631661,Chillboigotit,2021-03-12,1924697,3265,580,28,56,说唱,轻音乐,运动
0,华语流行副歌与说唱的完美结合（持续更新,6708217401,"介绍：
收录副歌好听的所有华语流行说唱单曲！
",485795511,Judith_ANGEL,2021-04-12,2115703,24135,1077,43,20,华语,流行,说唱
0,『国产说唱』这才是中国rapper,6809504458,"介绍：
音乐是人类的灵魂，自从有了音乐的创造，人的灵魂就有了一个依靠。在心灵的深处，隐藏着很多鲜为人知的秘密，唯有音乐，才能激起那潭深水的涟漪。
",1418990258,小软溪,2021-06-15,2151749,3847,6,19,47,华语,流行,说唱
0,丧rap | 是我不配做你的主角,6944219625,"介绍：
不得不承认，别人已经有了新的生活
——赶紧放空自己吧。不要再想念别人了，真的不要再犯贱了
",1358261208,见青山t,2021-08-29,1636043,8703,17,27,62,夜晚,说唱,华语
0,rapper唱情歌┃旋律说唱┃恋爱的甜蜜配方,5443503366,"介绍：
·精选甜蜜说唱
·你一定会心动的宝藏歌单
·这里面会有你心动的“情歌王子”吗
·赶紧来体验恋爱的感觉吧
",1605617325,JossJoy,2021-01-03,912024,8348,1973,88,76,说唱,流行,浪漫
0,说唱Rap | 那些你很冒险的梦,5026569198,"介绍：
如果你给我的，和你给别人的是一样的，那我就不要了。
",354868458,KIND_CL,2020-05-20,881906,5165,1,1,66,说唱,华语,流行
0,Emo伤感说唱 | 你不应该离开我,5267519223,"介绍：
最难熬的那天晚上，是我自己渡过
",1920909079,一片孤叶行舟,2020-10-02,632825,3569,615,18,48,流行,说唱,R&B/Soul
0,超高质量说唱伴奏,5466222008,,308688094,C9_Offical,2021-01-15,779476,7522,15148,320,52,流行,说唱,00后
0,无 心 睡 眠,6605657123,"介绍：
不知道你睡没睡 反正我是睡不着了
",1326649492,IKAYKAI,2021-02-08,626882,5692,2176,5,37,华语,说唱,流行
0,一起甜滋滋 | Rapper唱情歌 想给你快乐,5213031406,"介绍：
感受短暂而漫长的心动
然后在律动里写进诗篇

rapper把情歌唱给你
想你快乐

封面来自网络
",201586,原创君,2020-08-31,616793,6681,134,82,41,华语,说唱,流行
0,心碎Rap说唱｜再也找不到那个人一起听歌,6888681991,"介绍：
伤心的不是离别，是再也找不到那个人跟你一起听歌
歌单持续更新
",86104955,Aricdontluv,2021-07-29,580283,6538,224,34,79,华语,说唱,伤感
